filename,width,height,class,xmin,ymin,xmax,ymax
img-traffic-lights-4MPJIAM8PG_png.rf.031cb92e7a971539ee32766cef44c0ae.jpg,450,450,traffic lights,121,35,281,104
img-traffic-lights-4MPJIAM8PG_png.rf.031cb92e7a971539ee32766cef44c0ae.jpg,450,450,traffic lights,209,101,284,161
img-L5UZ98T0G5_png.rf.02f22c0e049647f62968853ed46c255b.jpg,450,450,motorcycles,297,226,434,411
img-WCHWWOR72R_png.rf.02650fab32d72a9888ae6ea53719d9c1.jpg,450,450,motorcycles,272,233,450,363
img-WCHWWOR72R_png.rf.02650fab32d72a9888ae6ea53719d9c1.jpg,450,450,motorcycles,89,271,328,423
img-bicycles-LLKJ9GV43A_png.rf.034349c18b0caa217c6a170e8dfc66ea.jpg,450,450,bicycles,161,154,399,344
img-bicycles-M966D98L0O_png.rf.03b9c9c47e1bb8aad191c262ba492437.jpg,450,450,bicycles,132,182,165,284
img-bicycles-M966D98L0O_png.rf.03b9c9c47e1bb8aad191c262ba492437.jpg,450,450,bicycles,148,96,366,330
img-bicycles-0L5QJ7ZG6U_png.rf.03d0e7a1bbea16dbda3113eb208decd7.jpg,450,450,bicycles,0,29,317,385
img-fire-hydrants-0156QV6R84_png.rf.04ac50ee2ad01e485173347c07626840.jpg,450,450,a fire hydrant,231,31,392,410
img-crosswalks-QBGZ83RWAK_png.rf.045d2a5e77ca4f444374a5a4612e2d35.jpg,450,450,crosswalks,168,17,450,310
img-buses-GMPJ0GF0UR_png.rf.03540185236c6c84880b4bf3960252bc.jpg,450,450,buses,51,51,344,362
img-bicycles-TQNPPEPXM7_png.rf.04cb6753d5788d02f08e1fbc566f8245.jpg,450,450,bicycles,152,198,181,277
img-fire-hydrants-D70ZAERR4M_png.rf.04d7fb5e184b714630d0bfa061395bd1.jpg,450,450,a fire hydrant,82,126,268,416
img-OFMC4N3P3V_png.rf.04c7c093a81d678c2e89291c696387dd.jpg,450,450,motorcycles,352,257,398,379
img-OFMC4N3P3V_png.rf.04c7c093a81d678c2e89291c696387dd.jpg,450,450,motorcycles,224,239,349,403
img-OFMC4N3P3V_png.rf.04c7c093a81d678c2e89291c696387dd.jpg,450,450,motorcycles,109,289,197,419
img-taxis-4OOI41JRBR_png.rf.0358d9ca764fc9a26598e7576326f2fd.jpg,450,450,taxis,72,16,370,182
img-AJU79F1FFM_png.rf.0519dd498e7ccb7b47915a0ef4ead3ee.jpg,450,450,buses,12,228,447,398
img-motorcycles-ARGTEF1SSI_png.rf.04824301c533d6f2e031e7747b391656.jpg,450,450,motorcycles,240,216,333,348
img-traffic-lights-SI897YWMFQ_png.rf.057de0179a542e8de336ecc22d500e88.jpg,450,450,traffic lights,189,32,310,81
img-S1DE90N36M_png.rf.0554bf786b2906dde510dab89f24a8a8.jpg,450,450,crosswalks,123,163,448,247
img-Y3CGF2CIOW_png.rf.062ef8f20f8bb004d196ccd7bcf987c7.jpg,450,450,traffic lights,354,23,393,112
img-Y3CGF2CIOW_png.rf.062ef8f20f8bb004d196ccd7bcf987c7.jpg,450,450,traffic lights,161,29,195,113
img-motorcycles-Z2EMM7HASU_png.rf.0517c93e1aa817035123a3ecc7ecda56.jpg,450,450,motorcycles,363,192,450,363
img-motorcycles-Z2EMM7HASU_png.rf.0517c93e1aa817035123a3ecc7ecda56.jpg,450,450,motorcycles,410,134,450,191
img-motorcycles-Z2EMM7HASU_png.rf.0517c93e1aa817035123a3ecc7ecda56.jpg,450,450,motorcycles,232,71,377,341
img-motorcycles-Z2EMM7HASU_png.rf.0517c93e1aa817035123a3ecc7ecda56.jpg,450,450,motorcycles,128,178,251,330
img-BM5RAUHHL3_png.rf.02c3460523539b38eaffc51e7e939f70.jpg,450,450,motorcycles,276,163,374,340
img-bicycles-1DZMQ0B5AZ_png.rf.040195bc81beef45c2407cd514b80a85.jpg,450,450,bicycles,120,240,207,315

img-722ZKCT4BD_png.rf.0604b3af38f064c4669b094e5a624dbe.jpg,450,450,bicycles,74,99,276,226
img-722ZKCT4BD_png.rf.0604b3af38f064c4669b094e5a624dbe.jpg,450,450,bicycles,296,85,450,202
img-722ZKCT4BD_png.rf.0604b3af38f064c4669b094e5a624dbe.jpg,450,450,bicycles,77,85,110,155
img-722ZKCT4BD_png.rf.0604b3af38f064c4669b094e5a624dbe.jpg,450,450,bicycles,171,56,246,132
img-motorcycles-JDQ91XWYFS_png.rf.057c8f3895a6351d369fec490173fcbd.jpg,450,450,motorcycles,215,53,396,450
img-POIHDMLP05_png.rf.0322be6f1c9769adc2e888abea1e8e2c.jpg,450,450,motorcycles,225,184,322,354
img-crosswalks-9ZBJJ8LWT6_png.rf.05abc069269f09c1561505d297b0af4e.jpg,450,450,crosswalks,0,286,450,450
img-buses-MNTL7OWA0S_png.rf.0402dfd2e40a53449833b2f8f288104b.jpg,450,450,buses,26,151,278,429
img-buses-L7FOCD5S6M_png.rf.06452538c6ee649ecfe0b2b3d593daeb.jpg,450,450,buses,116,138,450,336
img-motorcycles-QA6CPJZUHT_png.rf.061d61cf830b5200c103b3bff7b320de.jpg,450,450,motorcycles,39,225,325,389
img-fire-hydrants-HUCKX3VJV1_png.rf.04520ac6958dbbad454a7b56a7f3e41f.jpg,450,450,a fire hydrant,66,124,120,240
img-bicycles-CCXRARBVGB_png.rf.05a355c601190dd31119359cddc8e922.jpg,450,450,bicycles,357,128,398,266
img-taxis-QALFSN0ZKK_png.rf.c056257dcb12285e92ced7e6e8b7f3f5.jpg,450,450,taxis,136,268,384,431
img-Q20YSEQ2B5_png.rf.c0d691366d8a2c9633e302bd8a3ac075.jpg,450,450,traffic lights,202,84,305,202
img-Q20YSEQ2B5_png.rf.c0d691366d8a2c9633e302bd8a3ac075.jpg,450,450,traffic lights,117,142,200,213
img-buses-BZUY2WUT52_png.rf.c144f5d1733a08542434794fbaf3815a.jpg,450,450,buses,0,110,172,442
img-crosswalks-2TOOAX127U_png.rf.c15c0015b33ba7f690578660a11737e2.jpg,450,450,crosswalks,0,354,384,430
img-crosswalks-KKZHUTLP7R_png.rf.c1c7b68d1ceb8cbec658fd49464e736f.jpg,450,450,crosswalks,0,168,450,441
img-motorcycles-13U2ADYYND_png.rf.c1ce78bbc717868055c3f5f6a7633921.jpg,450,450,motorcycles,137,193,285,441
img-GWVX9TZYY4_png.rf.c1d92ba42d522f38290ff62d375435fe.jpg,450,450,bicycles,191,251,246,397
img-GWVX9TZYY4_png.rf.c1d92ba42d522f38290ff62d375435fe.jpg,450,450,bicycles,250,250,335,440
img-stairs-Z4FS3R0AS1_png.rf.c219fcfe7f52cd969a69069eb199563b.jpg,450,450,stairs,271,227,337,314
img-stairs-Z4FS3R0AS1_png.rf.c219fcfe7f52cd969a69069eb199563b.jpg,450,450,stairs,344,208,450,325
img-stairs-Z4FS3R0AS1_png.rf.c219fcfe7f52cd969a69069eb199563b.jpg,450,450,stairs,167,198,334,310
img-motorcycles-CCDJS0C1QA_png.rf.c2601f1883f56dac7a167cb1a5722f8c.jpg,450,450,motorcycles,119,337,200,396
img-buses-42FUH9XPQJ_png.rf.c271271664d917a808700b69e7a12277.jpg,450,450,buses,104,165,427,423
img-stairs-2RQ7TAH109_png.rf.c313aa1a68f64f10caba8939aad18ffe.jpg,450,450,stairs,123,124,339,335
img-buses-WLY3W89W4J_png.rf.c31edf2388e01af07b7cdc719aac52ad.jpg,450,450,buses,0,14,197,423
img-bicycles-BP3F2C5XYO_png.rf.c0c3ec3c42b63045b5de69e4b9508526.jpg,450,450,bicycles,261,226,297,380
img-bicycles-EDZ2M7N0QX_png.rf.c358aeb95b515de00c38e716830b2a15.jpg,450,450,bicycles,0,159,87,351
img-bicycles-EDZ2M7N0QX_png.rf.c358aeb95b515de00c38e716830b2a15.jpg,450,450,bicycles,7,113,105,164
img-bicycles-EDZ2M7N0QX_png.rf.c358aeb95b515de00c38e716830b2a15.jpg,450,450,bicycles,52,191,155,366
img-bicycles-H7HLV1E7Q3_png.rf.c196e1ded21cd154ff7cb01ea35d658e.jpg,450,450,bicycles,341,201,450,384
img-buses-X2I6EY3BYU_png.rf.c289df6da84732820a23a599e973ae4b.jpg,450,450,buses,265,205,434,410
img-motorcycles-HB8XJQWA1A_png.rf.c3d008fb773a7437a96ee5eb2ab80c24.jpg,450,450,motorcycles,230,245,260,287
img-motorcycles-HB8XJQWA1A_png.rf.c3d008fb773a7437a96ee5eb2ab80c24.jpg,450,450,motorcycles,134,230,225,406
img-DVHLA5ZXHZ_png.rf.c35cf507989fc6c64fca0c50cfa26142.jpg,450,450,motorcycles,75,172,181,356
img-buses-8JUJ8F3889_png.rf.c4315ca8f36ea3d0e63d936fc10977b4.jpg,450,450,buses,0,234,214,419
img-fire-hydrants-Z8EB9JC32X_png.rf.c43320f5b95fac9f0dc074818de19d50.jpg,450,450,a fire hydrant,109,14,305,395
img-4OQ49XNZXS_png.rf.c46952d60cc61d00b34835b06e18c667.jpg,450,450,traffic lights,35,89,173,384
img-GVDULIRUNK_png.rf.c417b60453db95da1f5d2a274190c2bc.jpg,450,450,motorcycles,242,137,408,405
img-Q53B91BV8O_png.rf.c4700c4e598658d47cca4f41f508d9a5.jpg,450,450,a fire hydrant,152,133,237,314
img-buses-QBYW7EGB2J_png.rf.c47c0f73b335b806c5c36ae165763dc1.jpg,450,450,buses,0,94,389,432
img-MUTM8XJ39M_png.rf.c52dd4895120f8c51120ba30d9809e00.jpg,450,450,a fire hydrant,161,163,263,429
img-GDYH6OZB72_png.rf.c4b2971d6bce5bb291d39b3e7fc8bc50.jpg,450,450,motorcycles,247,159,381,370
img-bicycles-KHZJWL3CGM_png.rf.c4a43eefa0f4867ce7023a1c6a1413fe.jpg,450,450,bicycles,74,172,277,364
img-motorcycles-DWN3X5PD8J_png.rf.c5b075bfd22dc06179bf82cc49724da4.jpg,450,450,motorcycles,299,209,417,435
img-traffic-lights-XM0JTLIGI4_png.rf.c5fa9e588c6d2882cb3c04e5559a04cf.jpg,450,450,traffic lights,98,97,139,188
img-traffic-lights-XM0JTLIGI4_png.rf.c5fa9e588c6d2882cb3c04e5559a04cf.jpg,450,450,traffic lights,32,109,68,189
img-traffic-lights-98CEFP7HFO_png.rf.c5ed4915a62278bfecfe6a0cf835b38d.jpg,450,450,traffic lights,238,79,405,401
img-motorcycles-T38P1V83GS_png.rf.c5405e27981ea8ee448327278ac66c74.jpg,450,450,motorcycles,211,216,325,286
img-motorcycles-82HI3HJ5T2_png.rf.c4f060d96861962634ddced11e508cf8.jpg,450,450,motorcycles,83,6,255,416
img-traffic-lights-RXVIHOMMD1_png.rf.c5db5a7361a16563eb08aa757393ac62.jpg,450,450,traffic lights,129,135,261,334
img-motorcycles-68TNQI37IF_png.rf.c5c3fd2e55118b7ca77035c5b36a6424.jpg,450,450,motorcycles,168,128,356,433
img-TWFP5516WR_png.rf.c6091f72b53fd498e2e7486c8725d780.jpg,450,450,motorcycles,342,267,380,358
img-TWFP5516WR_png.rf.c6091f72b53fd498e2e7486c8725d780.jpg,450,450,motorcycles,81,237,173,324
img-buses-XAGI620WE0_png.rf.c6cc436815ed44346a2d8095815022d0.jpg,450,450,buses,86,42,128,88
img-tractors-0OVFNSQRMX_png.rf.c60dc55aff6055d98a7d30eab546e736.jpg,450,450,tractors,0,176,108,319
img-tractors-0OVFNSQRMX_png.rf.c60dc55aff6055d98a7d30eab546e736.jpg,450,450,tractors,144,164,450,321
img-13JPSSAY4Z_png.rf.c76fa76e9e951280274d63eae3315a57.jpg,450,450,motorcycles,150,86,450,423
img-motorcycles-MF0BCAW3ZL_png.rf.c73258f0d006107beea070959ae05cc3.jpg,450,450,motorcycles,198,179,300,389
img-motorcycles-MF0BCAW3ZL_png.rf.c73258f0d006107beea070959ae05cc3.jpg,450,450,motorcycles,78,32,105,109
img-717JAVIG2O_png.rf.c6d170ac2668cf07f03b9e46c9cb106b.jpg,450,450,motorcycles,95,152,277,435
img-bicycles-5UG6BPICOA_png.rf.c71bdc45743d991605199b964e053def.jpg,450,450,bicycles,6,286,211,427
img-buses-YLGCZVFXNX_png.rf.c7b4a844f4c63d6c17d97c1ed971d885.jpg,450,450,buses,1,258,308,402
img-buses-YLGCZVFXNX_png.rf.c7b4a844f4c63d6c17d97c1ed971d885.jpg,450,450,buses,369,260,450,368
img-XJFIX3Y122_png.rf.c6530c10a89a93c798d14a5aa16ba434.jpg,450,450,motorcycles,30,236,172,420
img-motorcycles-UIXJAADVH9_png.rf.c7639c93cecb9f7637e11b7947310ef3.jpg,450,450,motorcycles,21,46,379,416
img-motorcycles-FKBGBUM64L_png.rf.c62613a50364df1a149ab8997228354e.jpg,450,450,motorcycles,247,297,314,437
img-motorcycles-FKBGBUM64L_png.rf.c62613a50364df1a149ab8997228354e.jpg,450,450,motorcycles,188,244,218,336
img-crosswalks-4B59XF1FGV_png.rf.c7c6c723a3b868a900d647ef013aa6d2.jpg,450,450,crosswalks,0,96,449,410
img-traffic-lights-UEDK88R2TM_png.rf.c6bb7d515eac2f7425df3dabf23b59cd.jpg,450,450,traffic lights,213,130,246,201
img-LEITRQDBF3_png.rf.c47fbb1181cb3b723995158e06ecd722.jpg,450,450,traffic lights,121,102,186,266
img-LEITRQDBF3_png.rf.c47fbb1181cb3b723995158e06ecd722.jpg,450,450,traffic lights,26,113,82,264
img-bicycles-E7MZDLGLOD_png.rf.c5d41fa624f6510beebd3a1f404bccf0.jpg,450,450,bicycles,193,247,434,435
img-bicycles-FZMEJKQDGF_png.rf.c64432d448ddb740121d7da63e86f371.jpg,450,450,bicycles,103,70,427,427
img-motorcycles-1MX3LQM50P_png.rf.c644599abad6e8013a022e0a7bb62b3c.jpg,450,450,motorcycles,205,233,345,365
img-V3XQNZJ7E3_png.rf.c7697c65fc7eaa81cf451bab91337d24.jpg,450,450,motorcycles,32,0,370,347
img-motorcycles-F0REHEZO4M_png.rf.c60714f7680b16cbc0bfed4030daf986.jpg,450,450,motorcycles,47,107,419,363
img-buses-L764319WCN_png.rf.c48176f0e8ef6eac986e1ebf834d8ee2.jpg,450,450,buses,212,42,431,255
img-C9HBU7T5XN_png.rf.c751d3dd955f263f7675f77f7ce761d5.jpg,450,450,motorcycles,228,147,391,360
img-stairs-O3QAL5FCEH_png.rf.c6723b537c5d4a36c448e4b658a31814.jpg,450,450,stairs,91,0,413,373
img-YV56IJZOXG_png.rf.c621ab056da5a84a4a5cf8e15607a92c.jpg,450,450,traffic lights,114,99,307,383
img-buses-P5ZVXX8NC4_png.rf.c6f0db1d4987749a8e434a47a60c8d84.jpg,450,450,buses,55,0,365,352
img-crosswalks-OV5XFTAHLQ_png.rf.c7f7d9eba1c3dc4c1a769b3f43768d59.jpg,450,450,crosswalks,32,150,450,368
img-crosswalks-OV5XFTAHLQ_png.rf.c7f7d9eba1c3dc4c1a769b3f43768d59.jpg,450,450,crosswalks,74,94,253,147
img-crosswalks-OV5XFTAHLQ_png.rf.c7f7d9eba1c3dc4c1a769b3f43768d59.jpg,450,450,crosswalks,257,84,450,114
img-motorcycles-331N3KGSFF_png.rf.c6a6f8f5bb80b1a858340724b9d2b9ed.jpg,450,450,motorcycles,69,130,156,277
img-motorcycles-331N3KGSFF_png.rf.c6a6f8f5bb80b1a858340724b9d2b9ed.jpg,450,450,motorcycles,0,151,119,447
img-traffic-lights-2FBU99G750_png.rf.c7c31413857bb70ce3b1dbfff2447bb2.jpg,450,450,traffic lights,0,78,26,182
img-traffic-lights-2FBU99G750_png.rf.c7c31413857bb70ce3b1dbfff2447bb2.jpg,450,450,traffic lights,251,76,294,179
img-bicycles-7JAFHTHKIJ_png.rf.c7f0ffc9f88b31719c5189404545bc63.jpg,450,450,bicycles,134,210,268,319
img-R476OWXZBJ_png.rf.c810c1073920f1fd3252cc331483e3bb.jpg,450,450,motorcycles,0,0,450,368
img-bicycles-2K6AM4BA7D_png.rf.c83a9332904d18e8502adefce2aa1dd7.jpg,450,450,bicycles,0,164,53,335
img-bicycles-2K6AM4BA7D_png.rf.c83a9332904d18e8502adefce2aa1dd7.jpg,450,450,bicycles,59,212,141,390
img-motorcycles-5000CT0KDH_png.rf.c8131049acd7cb3827b2578e0e7794cc.jpg,450,450,motorcycles,60,258,154,444
img-motorcycles-5000CT0KDH_png.rf.c8131049acd7cb3827b2578e0e7794cc.jpg,450,450,motorcycles,23,113,47,137
img-motorcycles-5000CT0KDH_png.rf.c8131049acd7cb3827b2578e0e7794cc.jpg,450,450,motorcycles,32,124,83,228
img-traffic-lights-J4D02NG20X_png.rf.c85a7191e86df0755e5cf888cf0822b6.jpg,450,450,traffic lights,334,108,369,196
img-traffic-lights-J4D02NG20X_png.rf.c85a7191e86df0755e5cf888cf0822b6.jpg,450,450,traffic lights,167,19,211,129
img-buses-4HYO66IGB9_png.rf.ca35c4bec8970b2b5ffd1f99b036d984.jpg,450,450,buses,0,90,303,288
img-bicycles-RZ36PXFJ3N_png.rf.c9e05aeddf578ca04572523258dc4798.jpg,450,450,bicycles,0,132,206,425
img-stairs-Y9C5STYAZ2_png.rf.c917be7030e09f75f66493cd08c1f763.jpg,450,450,stairs,139,235,362,428
img-buses-622V3ZQPEF_png.rf.cb0ccd159daba2e4184e130a4eb9dc87.jpg,450,450,buses,82,234,384,439
img-buses-622V3ZQPEF_png.rf.cb0ccd159daba2e4184e130a4eb9dc87.jpg,450,450,buses,6,262,86,382
img-7DNM3YH09X_png.rf.c86dc18a424d91aba624c121b03cf524.jpg,450,450,crosswalks,0,238,450,450
img-IIGEVKI7OL_png.rf.caa20c33c3ec1cb8b55097bc86b5bb1b.jpg,450,450,motorcycles,298,138,354,168
img-bicycles-BI8QGSA6FQ_png.rf.c90a80f7028afec51f20337440bc9c65.jpg,450,450,bicycles,198,254,293,384
img-bicycles-BI8QGSA6FQ_png.rf.c90a80f7028afec51f20337440bc9c65.jpg,450,450,bicycles,320,322,449,450
img-crosswalks-LUQRXBAGHB_png.rf.c8ed5cd01d88507e1458df02d792a886.jpg,450,450,crosswalks,276,397,431,450
img-bicycles-FUVKN5A4IO_png.rf.ca51eeac82c3c8817450a17a32f685d1.jpg,450,450,bicycles,250,124,416,384
img-stairs-QPDPSB8LRI_png.rf.cadb48ca0a3531a33e221b575ce7a13d.jpg,450,450,stairs,173,123,288,304
img-buses-L4WDM7C5YG_png.rf.cac58c99fe1fdab7fa4653094551f7db.jpg,450,450,buses,117,132,430,410
img-buses-EH7U13P5PF_png.rf.cacf86c04e637e08cdfaf52a88fcb010.jpg,450,450,buses,72,263,280,383
img-crosswalks-RH4IZSR6FC_png.rf.cac4cc6b0107ef3581cc9bd28789e659.jpg,450,450,crosswalks,0,296,448,396
img-traffic-lights-4K29AP3G50_png.rf.c9ca5ecbde911016a87f043f2d79a684.jpg,450,450,traffic lights,79,45,154,135
img-buses-B2387EG32E_png.rf.cb1ef363ab8e11ef0dc1ba1bf4c54be9.jpg,450,450,buses,0,126,368,293

img-motorcycles-AFMPPVG80D_png.rf.ca60dc4e858d3e5ea8defc677ff92674.jpg,450,450,motorcycles,38,50,340,417
img-crosswalks-C02K027426_png.rf.c9a8522a062ff9c72a10c90b91f9f21e.jpg,450,450,motorcycles,127,99,450,387
img-crosswalks-C02K027426_png.rf.c9a8522a062ff9c72a10c90b91f9f21e.jpg,450,450,motorcycles,219,34,280,105
img-crosswalks-C02K027426_png.rf.c9a8522a062ff9c72a10c90b91f9f21e.jpg,450,450,motorcycles,9,105,357,262
img-buses-TZJMVH20QF_png.rf.ca862b96261f15c7c8224f196274a3ef.jpg,450,450,buses,140,115,368,387
img-7Q7HAF6BXI_png.rf.c92351fb0f3356be078b4b7ca396eeae.jpg,450,450,traffic lights,277,21,303,94
img-7Q7HAF6BXI_png.rf.c92351fb0f3356be078b4b7ca396eeae.jpg,450,450,traffic lights,346,17,384,101
img-7Q7HAF6BXI_png.rf.c92351fb0f3356be078b4b7ca396eeae.jpg,450,450,traffic lights,372,269,399,323
img-7Q7HAF6BXI_png.rf.c92351fb0f3356be078b4b7ca396eeae.jpg,450,450,traffic lights,398,285,421,323
img-4F2T741HWM_png.rf.ca925c14449bad27f898fc71d69c0cf7.jpg,450,450,buses,49,81,397,448
img-fire-hydrants-FUUQW08ZH7_png.rf.cb0cc2e16956c0712662f4d5acc363b9.jpg,450,450,a fire hydrant,111,48,244,397
img-buses-T3HC42TNCW_png.rf.c8d56f7df245e56a0c8534f0b0658239.jpg,450,450,buses,8,187,409,311
img-bicycles-DFG3P5M71W_png.rf.ca33e6462c8a3d82e065c37c302ae420.jpg,450,450,bicycles,45,241,143,368
img-bicycles-DFG3P5M71W_png.rf.ca33e6462c8a3d82e065c37c302ae420.jpg,450,450,bicycles,159,286,253,372
img-motorcycles-G2MXIJ9RYH_png.rf.cbbfe50474d8b3b172c0e619f6f23032.jpg,450,450,motorcycles,160,126,245,167
img-motorcycles-A9EH0SLE51_png.rf.cb9e9a5b6260dbb77d2f58c188060289.jpg,450,450,motorcycles,117,120,354,339
img-motorcycles-A9EH0SLE51_png.rf.cb9e9a5b6260dbb77d2f58c188060289.jpg,450,450,motorcycles,148,91,257,180
img-motorcycles-A9EH0SLE51_png.rf.cb9e9a5b6260dbb77d2f58c188060289.jpg,450,450,motorcycles,26,155,134,318
img-motorcycles-LR9RIOBIY3_png.rf.cbda0057040c9831e5f4f3e9c8508fa6.jpg,450,450,motorcycles,173,299,220,353
img-motorcycles-LR9RIOBIY3_png.rf.cbda0057040c9831e5f4f3e9c8508fa6.jpg,450,450,motorcycles,319,220,396,437
img-motorcycles-LR9RIOBIY3_png.rf.cbda0057040c9831e5f4f3e9c8508fa6.jpg,450,450,motorcycles,13,164,192,407
img-PU4QOH3Z3H_png.rf.cbf749d8215302f9bf4f31f473e2c437.jpg,450,450,buses,0,178,261,404
img-crosswalks-Y97DGK4BBY_png.rf.cac6abcd6c5dd541c34f7df2367579e7.jpg,450,450,crosswalks,0,350,450,450
img-18CRUICDZR_png.rf.cbe965ca83719082651342dbcc7fd36d.jpg,450,450,bicycles,64,107,244,423
img-NQAZPL8W5Z_png.rf.cd15abf975a071e7467486e41a82c3a2.jpg,450,450,motorcycles,7,215,190,366
img-6F9QC62DJA_png.rf.cb423dc72933210979ec71426f7fab6d.jpg,450,450,stairs,158,126,403,442
img-bicycles-ZLIC15YHIY_png.rf.cc865df347e484aa9bd12fcf2160e257.jpg,450,450,bicycles,40,10,223,321
img-buses-VQQWH0ZCZV_png.rf.cb6e76678677ede156f561b8ddc49d85.jpg,450,450,buses,25,183,276,436
img-bicycles-4R6NNU3LCZ_png.rf.cb25c5e82e84793936aacc740f51dcc8.jpg,450,450,bicycles,199,194,303,406
img-bicycles-4R6NNU3LCZ_png.rf.cb25c5e82e84793936aacc740f51dcc8.jpg,450,450,bicycles,26,277,148,446
img-buses-3LQ4YTR8KO_png.rf.ce0aa3aa6cd500ada3f7fd16099d84b9.jpg,450,450,buses,0,45,384,243
img-buses-CJO1RX4CNB_png.rf.cc82955778eedbab6a6ccb45f4ee3e2a.jpg,450,450,buses,0,190,374,437
img-KN8GCON67L_png.rf.cbcff48b6ed3469fa423935c1bf59aa3.jpg,450,450,traffic lights,90,102,275,369
img-buses-I9ZX11OPGB_png.rf.cdf15f02f85858b9f19c49f80109a827.jpg,450,450,buses,0,0,246,368
img-buses-U7RPMX08S1_png.rf.ce0c07fa95c7c96cc4e40abcc327358f.jpg,450,450,buses,0,282,131,420
img-buses-0E2URYAUGZ_png.rf.cd40679d074d5742a8b9bc82c87c53a9.jpg,450,450,buses,61,143,267,302
img-bicycles-S60VEJ3XVA_png.rf.ce1365e54ac3bc71a80a6b5762ec455d.jpg,450,450,bicycles,195,148,313,343
img-bicycles-S60VEJ3XVA_png.rf.ce1365e54ac3bc71a80a6b5762ec455d.jpg,450,450,bicycles,13,180,178,374
img-DK1OSZ8MSR_png.rf.cdbf371ec3479c6f7f26b3c9f08bc4d7.jpg,450,450,cars,318,135,450,281
img-traffic-lights-UPWR0LFVRH_png.rf.ce5a82c468c51694f503f63f49dbda87.jpg,450,450,traffic lights,268,50,355,315
